Marketplace,Order ID,Order Date,Currency,Price,Price Tax,Shipping Charge,Total Discounts,Total Owed,Item Subtotal,Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details
Amazon.co.uk,204-1830210-5041915,2019-12-28,GBP,11.5,2.3,0,0,13.8,37.65,4.13,B07DVQZT11,New,1,Visa - 2018,Closed,Shipped,28/12/2019 21:52,premium-uk,AMZN_UK(QA0177737126),Vel. Food Strainer Set - Premium Stainless Steel Fine Mesh Set of Strainers Colanders and Sifters with Comfortable Non Slip Handles - Set of 3 - Ergonomic Design,,,
Amazon.co.uk,204-1830210-5041915,2019-12-28,GBP,9.16,1.83,0,0,10.99,37.65,4.13,B07WQY65TY,New,1,Visa - 2018,Closed,Shipped,28/12/2019 21:52,premium-uk,AMZN_UK(QA0177737126),Leosimp for Airpods 1&2 Case 3D Soft Silicone Cute Animal Fun Cartoon Character Airpod CoverKawaii Funny Fashion Keychain Design SkinShockproof Cas,,,
Amazon.co.uk,204-6376284-9408311,2019-12-27,GBP,6.14,1.23,0,0,14.74,12.28,2.46,B01LYSJVKF,New,2,Visa - 2011,Closed,Shipped,28/12/2019 03:21,premium-uk,AMZN_UK(QA0176262413),Toblerone Dark Chocolate Bar 360g,,,
Amazon.co.uk,204-5418617-0891504,2019-12-27,GBP,3.32,0.67,0,0,3.99,3.32,0.67,B01A9IG6PU,New,1,Visa - 2011,Closed,Shipped,27/12/2019 14:01,UK Next,Amazon Logistics(A10370137973),.999 Fine Gold Bitcoin Commemorative Round Collectors Coin - Bit Coin is Gold Plated Copper Physical Coin by Gold Bitcoin,,,
Amazon.co.uk,204-2260127-2172308,2019-12-24,GBP,4.59,0,0,0,4.59,4.59,0,B07QMLLNCW,New,1,Visa - 2011,Closed,Shipped,26/12/2019 19:47,premium-uk,AMZN_UK(QA0174009964),Vosarea Commemorative Coin Chinese Lucky Dragon Collectible for Commemorative Cryptocurrency Enthusiasts Gift Art Crafts Coin,,,
Amazon.co.uk,204-1211587-3627535,2019-12-22,GBP,9.99,2,0,0,11.99,9.99,2,B076FV5W5Q,New,1,Visa - 2018,Closed,Shipped,23/12/2019 20:12,premium-uk,AMZN_UK(QA0171549166),AKIELO RFID Blocking Card Holder with Gift Box - Minimalist Mens Card Wallet - Contactless Credit Card Protector (Alpha Collection),,,
Amazon.co.uk,204-9655074-5572339,2019-12-14,GBP,10.47,2.1,0,0,12.57,10.47,2.1,B00PFUBXWY,New,1,Visa - 2011,Closed,Shipped,15/12/2019 16:07,premium-uk,AMZN_UK(QA0151132632),SHATCHI 4ft- Black Artificial Tree Imperial 230 Tips Artificial Tree with Metal Stand,,,
Amazon.co.uk,203-0975008-5545903,2019-12-13,GBP,11.17,2.23,0,0,13.4,11.17,2.23,B07DYT4ZKK,New,1,Visa - 2011,Closed,Shipped,14/12/2019 11:04,UK Next,Amazon Logistics(A10359834003),Toblerone Milk Chocolate Bar 750 g,,,
Amazon.co.uk,204-9772476-8318716,2019-12-10,GBP,10.42,2.08,0,0,12.5,20.32,2.08,B07M7DY6F4,New,1,Visa - 2011,Closed,Shipped,10/12/2019 20:16,premium-uk,AMZN_UK(QA0139623978),Red Monarch Playing Cards - Theory 11 Deck and Cascade Card Bag,,,
Amazon.co.uk,204-9772476-8318716,2019-12-10,GBP,9.9,0,0,0,9.9,20.32,2.08,B07VQPGJB4,New,1,Visa - 2011,Closed,Shipped,10/12/2019 20:16,premium-uk,AMZN_UK(QA0139623978),CoolChange 2 Kimetsu no Yaiba Tanjiro Kamado earrings,,,
Amazon.co.uk,204-7287118-4045922,2019-12-10,GBP,7.34,0,0,0,7.34,7.34,0,B07HJ89PGJ,New,1,Visa - 2011,Closed,Shipped,10/12/2019 22:20,Std UK Dom_5,FedEx(485368004489),Funko 26030 POP Vinyl: Animation: Tokyo Ghoul: Uta Multi,,,
Amazon.co.uk,203-1300266-5663518,2019-12-02,GBP,8.29,1.66,0,0,9.95,14.1,2.82,B07F84MRMV,New,1,Visa - 2011,Closed,Shipped,03/12/2019 04:00,premium-uk,AMZN_UK(QA0124415280),NO HAIR CREW Premium Intimate Hair Removal Cream - Extra Gentle Hair Removal Cream for Sensitive Areas. Made for Men 100 ml,,,
Amazon.co.uk,203-1300266-5663518,2019-12-02,GBP,5.81,1.16,0,0,6.97,14.1,2.82,B07NZX471W,New,1,Visa - 2011,Closed,Shipped,03/12/2019 04:00,premium-uk,AMZN_UK(QA0124415280),Veet Men Hair Removal Cream Chest & Body 400 ml,,,
Amazon.co.uk,203-4145510-9873165,2019-12-01,GBP,212.49,42.5,0,0,254.99,212.49,42.5,B07P47DM1P,New,1,Visa - 2011,Closed,Shipped,02/12/2019 22:33,premium-uk,DPD(0738951900),"Samsung S27R750 27"" The Space 3 sided Bezelless LED Monitor - WQHD 2560x1440 144Hz HDMI Mini Displayport Black",,,
Amazon.co.uk,203-2767380-0457961,2019-12-01,GBP,49.99,10,0,0,59.99,63.31,12.67,B071KZS3MF,New,1,Visa - 2011,Closed,Shipped,02/12/2019 20:48,premium-uk,AMZN_UK(QA0123535440),Logitech MX Master 2S Wireless Mouse Multi-Device Bluetooth or 2.4GHz Wireless with USB Unifying Receiver 4000 DPI Any Surface Tracking 7 Buttons Fast Rechargeable Laptop/PC/Mac/iPad OS - Black,,,
Amazon.co.uk,203-2767380-0457961,2019-12-01,GBP,13.32,2.67,0,0,15.99,63.31,12.67,B07MF7JKHJ,New,1,Visa - 2011,Closed,Shipped,02/12/2019 20:48,premium-uk,AMZN_UK(QA0123535440),Knodel Desk Pad Office Desk Mat 43cm x 90cm PU Leather Desk Blotter Laptop Desk Mat Waterproof Desk Writing Pad for Office and Home Dual-Sided (Black),,,
Amazon.co.uk,203-2767380-0457961,2019-12-01,GBP,9.77,1.95,0,0,11.72,9.77,1.95,B01ESX0AOU,New,1,Visa - 2011,Closed,Shipped,02/12/2019 22:05,premium-uk,AMZN_UK(QA0123780160),Monarch Playing Cards (Blue),,,
Amazon.co.uk,203-6408776-7423560,2019-12-01,GBP,9,0,0,0,9,9,0,B01E5PPZYG,New,1,Visa - 2011,Closed,Shipped,01/12/2019 22:53,UK Second,,Amazon Protect 2 year Breakdown & Accidental Damage Cover for Office Equipment from £50 to £59.99,,,
Amazon.co.uk,204-7766927-5084329,2019-11-23,GBP,38.3,7.66,0,0,45.96,38.3,7.66,B01KPS54H0,New,1,Visa - 2018,Closed,Shipped,25/11/2019 03:29,UK Next,Amazon Shipping(A10338715203),Yaheetech Cat Scratching Post Tower Tree Pet Palace Cat PalaceGrey,,,
Amazon.co.uk,204-9813590-0736322,2019-11-23,GBP,33.3,6.66,0,0,39.96,33.3,6.66,B00I7WL962,New,1,Visa - 2018,Closed,Shipped,25/11/2019 14:01,Std UK Dom_1,Hermes Logistik Gruppe(1110983251134881),Curver Litter Box 51 x 38.5 x 39.5 cm (Grey),,,
Amazon.co.uk,203-7045760-9341128,2019-11-20,GBP,4.08,0.82,0,0,4.9,4.08,0.82,B016VAC41K,New,1,Visa - 2011,Closed,Shipped,22/11/2019 18:23,Std UK Dom_1,Amazon Logistics(NU272897251GB),KEPLIN Lint Roller+4 Sticky replacement Heads Easily and quickly removes animal hairs dust and fluff from garments furniture and car seats,,,
Amazon.co.uk,204-0583690-2457133,2019-11-12,GBP,9.99,0,0,0,9.99,9.99,0,B07MXMHFTD,New,1,Visa - 2011,Closed,Shipped,14/11/2019 05:52,Std UK Dom_5,4PX(NU093320438GB),damdos Kda Akali Assassin Cosplay S8 Face Mask Night Lights Cosplay Props Masks Luminous Gifts,,,
Amazon.co.uk,203-1090649-3822748,2019-10-27,GBP,171.74,34.35,1.5,0,207.59,448.9,89.78,B07HZ9JKN7,New,1,Visa - 2018,Closed,Shipped,29/10/2019 00:12,std-uk-dom,AMZN_UK(QB0008829741),ASUS ROG Thor 850 W Platinum Power Supply Unit with Aura Sync and OLED Display - Black,,,
Amazon.co.uk,203-1090649-3822748,2019-10-27,GBP,160.5,32.1,1.5,0,194.1,448.9,89.78,B07D1XJH2W,New,1,Visa - 2018,Closed,Shipped,29/10/2019 00:12,std-uk-dom,AMZN_UK(QB0008829741),Corsair Vengeance RGB PRO 32 GB (4 x 8 GB) DDR4 3200 MHz C16 XMP 2.0 Enthusiast RGB LED Illuminated Memory Kit - Black,,,
Amazon.co.uk,203-1090649-3822748,2019-10-27,GBP,116.66,23.33,1.49,0,141.48,448.9,89.78,B07RM275GN,New,1,Visa - 2018,Closed,Shipped,29/10/2019 00:12,std-uk-dom,AMZN_UK(QB0008829741),ASUS ROG Strix LC 240 All-in-One Liquid CPU Cooler with Aura Sync RGB and Dual ROG 120 mm Radiator Fan,,,
Amazon.co.uk,203-6404795-3304353,2019-10-13,GBP,8.29,0,0,0,8.29,8.29,0,B07QGPWVWP,New,1,Visa - 2011,Closed,Shipped,14/10/2019 09:04,Std UK Dom_5,China Post(),Cikuso Acrylic Keyboard Tester 12 Clear Plastic Keycap Sampler for Cherry MX Switches,,,
Amazon.co.uk,204-6600971-5137922,2019-10-11,GBP,78.99,15.8,0.75,0,94.79,78.99,15.8,B07MFBLN7K,New,1,Visa - 2011,Closed,Shipped,12/10/2019 20:23,econ-uk,AMZN_UK(QA0048963407),Samsung 970 EVO Plus 500 GB PCIe NVMe M.2 (2280) Internal Solid State Drive (SSD) (MZ-V7S500),,,
Amazon.co.uk,204-4718815-9208363,2019-10-09,GBP,333.99,0,0,0,333.99,333.99,0,B07HHN6KBZ,New,1,Visa - 2011,Closed,Shipped,10/10/2019 16:07,UK Second,Royal Mail(GQ886068698GB),Intel Core i7 9700K 3.6GHz Octa Core LGA1151 CPU,,,
Amazon.co.uk,204-4802572-5730765,2019-09-09,GBP,349.97,70,0.75,0,419.97,349.97,70,B07MCCHNKL,New,1,Visa - 2011,Closed,Shipped,10/09/2019 12:47,econ-uk,ROYAL_MAIL(VE759894815GB),ASUS ROG Strix GeForce RTX 2060 OC edition 6GB GDDR6 with the all-new NVIDIA TuringTM GPU architecture ROG-STRIX-RTX2060-O6G-GAMING,,,
Amazon.co.uk,204-8111294-8215554,2019-09-09,GBP,6.66,1.33,4.49,0,12.48,6.66,1.33,B078NR6ZK3,New,1,Visa - 2011,Closed,Shipped,10/09/2019 12:47,std-uk-dom,ROYAL_MAIL(VE759894815GB),iPhone Charger Cable Anker Lightning Cable - Apple MFi Certified 6ft/1.8m Premium Nylon Apple Charger Fast Charging Cable for iPhone 11 Pro X XS XR 6 7 8 New AirPods and More,,,
Amazon.co.uk,203-8192459-8181132,2019-09-02,GBP,121.39,24.28,6.99,0,152.66,121.39,24.28,B074QJSRPN,New,1,Visa - 2018,Closed,Shipped,02/09/2019 13:22,same-uk,AMZN_UK(QE0000152352),RHA T20: Stainless Steel High Fidelity DualCoil Noise Isolating In-Ear Headphones with Audio Tuning Filters,,,
Amazon.co.uk,203-1972614-0477959,2019-09-01,GBP,129.95,0,0,0,129.95,129.95,0,B00OY2T9U2,New,1,Visa - 2018,Closed,Shipped,02/09/2019 07:29,Std UK Dom_1,Royal Mail(),RHA T10i: High fidelity noise isolating in-ear headphone with remote and microphone,,,
Amazon.co.uk,203-1648558-6085905,2019-08-30,GBP,21.99,0,0,0,21.99,21.99,0,B07G3896XJ,New,1,Visa - 2018,Closed,Shipped,31/08/2019 15:20,econ-uk,AMZN_UK(QB0000111045),65W USB Type C Power Adapter Charger for Apple MacBook/Pro Lenovo ASUS Acer Dell Xiaomi Air Huawei Matebook HP Spectre Thinkpad and Any Other Laptops or Smart Phones,,,
Amazon.co.uk,203-6121341-7126701,2019-08-14,GBP,179.16,35.83,4.49,0,219.48,179.16,35.83,B07HS7C63T,New,1,Visa - 8063,Closed,Shipped,16/08/2019 03:32,std-uk-dom,AMZN_UK(QAY122222673),ASUS ROG Strix Z390-E Gaming LGA1151 (Intel 8th and 9th Gen) ATX DDR4 DP HDMI M.2 USB 3.1 Gen2 802.11 AC Wi-Fi Motherboard Black,,,
Amazon.co.uk,203-2168688-2701951,2019-08-09,GBP,43.82,8.77,4.49,0,57.08,43.82,8.77,B07G4GRTQ4,New,1,Visa - 8063,Closed,Shipped,10/08/2019 00:51,std-uk-dom,AMZN_UK_STD(QCY009296543),CiT Raider PC Gaming Case Mid-Tower ATX Halo Dual - Ring Spectrum Fans RGB PCB Hub w/ Aura Connectivity RF Controller MB Sync Tempered Glass F,,,
Amazon.co.uk,203-9963079-3046723,2019-06-07,GBP,13.99,0,4.49,0,18.48,13.99,0,B01MXL3CDD,New,1,Visa - 8063,Closed,Shipped,08/06/2019 02:58,std-uk-dom,AMZN_UK(Q21174865784),UESWILL MacBook Pro 13 inch Case 2019 2018 2017 2016 Smooth Matte Hard Case for MacBook Pro 13 inch 2/4 Thunderbolt 3 ports (USB-C) with/without Touch Bar A2159/A1989/A1706/A1708 Black,,,
Amazon.co.uk,203-3385439-7149147,2019-06-07,GBP,3.74,0.75,0,0,4.49,3.74,0.75,B009YZYYV8,New,1,Visa - 8063,Closed,Shipped,10/06/2019 10:14,Std UK Dom_1,,7 Day Pill Wallet Box Medicine Tablet Holder Organiser Storage Travel,,,
Amazon.co.uk,203-5779136-8122749,2019-05-17,GBP,17.1,0,4.49,0,21.59,17.1,0,B0787Q9L8N,New,1,Visa - 8063,Closed,Shipped,17/05/2019 19:22,std-uk-dom,AMZN_UK(Q18121784333),Carhartt A18 Watch Hat Beanies Original One Size Unisex 100%Polyacryl elastic (Briht Orange),,,
Amazon.co.uk,203-7886979-3054721,2019-05-13,GBP,4.08,0.82,0.99,0,5.89,4.08,0.82,B001JTI7TW,New,1,Visa - 8063,Closed,Shipped,14/05/2019 16:47,std-uk-dom,ROYAL_2ND_LETTER_TRACKED(AY927193471GB),WAVE BUILDER Du-Rag with Extra Long Tails BLACK (Model: 192),,,
Amazon.co.uk,202-0900701-8319520,2019-04-29,GBP,2.62,0.53,0.99,0,4.14,2.62,0.53,B0025TUZ6S,New,1,Visa - 2018,Closed,Shipped,30/04/2019 12:53,std-uk-dom,ROYAL_2ND_LETTER_TRACKED(AY915688529GB),Faber-Castell F167299 PITT Artist Pen Fine 0.5mm Fineliner - Black,,,
Amazon.co.uk,202-1185431-1823550,2019-03-26,GBP,5.29,1.06,5.99,0,12.34,5.29,1.06,B00001QHVP,New,1,Visa - 8063,Closed,Shipped,27/03/2019 04:17,premium-uk,AMZN_UK(Q51340602593),Bicycle Standard Index Playing Cards - Pack of 2,,,
Amazon.co.uk,202-7293659-2820319,2019-02-26,GBP,4.16,0.83,0,0,4.99,4.16,0.83,B002CZQ3G6,New,1,Visa - 0404,Closed,Shipped,27/02/2019 09:36,Std UK Dom_2,Royal Mail(),C2G 2 Meter 20 AWG UK Power Cord (IEC320C13 to BS 1363),,,
Amazon.co.uk,203-0242306-8424349,2019-02-23,GBP,8.32,1.67,0,0,9.99,8.32,1.67,B01LQCJ6KU,New,1,Visa - 2018,Closed,Shipped,25/02/2019 08:08,Std UK Dom_2,Royal Mail(),3 Pack 10w GLS LED Light Bulb Cool White B22 Bayonet Very Bright 10w = 100w A60,,,
Amazon.co.uk,203-2186364-8622711,2019-02-13,GBP,43.9,0,0,0,43.9,43.9,0,B00BKQT54A,New,1,Gift Certificate/Card and Visa - 2018,Closed,Shipped,15/02/2019 08:00,Std UK Dom_5,4PX(RF708993417SG),Daniel Wellington Men's Quartz Watch Classic Cambridge 0103DW with Nylon Strap,,,
Amazon.co.uk,026-4945655-9405967,2019-01-27,GBP,9,0,0,0,9,9,0,B07MXMCK6D,New,1,Visa - 8063,Closed,Shipped,28/01/2019 09:48,Std UK Dom_2,Royal Mail(QV405729914GB),Hippowarehouse My Patronus Is A Pug printed make up cosmetic wash bag 18x19x9cm,,,
Amazon.co.uk,203-3740118-8328362,2018-12-28,GBP,7.77,0,0,0,7.77,7.77,0,B00G7XOP14,New,1,Visa - 8063,Closed,Shipped,29/12/2018 03:51,Std UK Dom_5,japanpose(),MUJI 0.38mm Black Gel Ink Pen (Pack of 5),,,
Amazon.co.uk,203-9249033-1662709,2018-12-28,GBP,4.9,0,0.9,0,5.8,4.9,0,B073PQZJ71,New,1,Visa - 8063,Closed,Shipped,29/12/2018 01:57,Std UK Dom_5,4PX(E100650981PY),Gudeke Kermit Frog Drinking Tea That's None of My Business Keyring Key chain,,,
Amazon.co.uk,203-9728188-7959515,2018-12-22,GBP,33.44,0,0,0,33.44,33.44,0,B003IX3Y6S,New,1,Visa - 8063,Closed,Shipped,28/12/2018 12:03,Std UK Dom_5,DHL eCommerce(GM605321635000509115),Champion Double Dry Men`s Action Fleece Pullover Hood L Light Steel,,,
Amazon.co.uk,205-1501445-3579562,2018-11-19,GBP,1.44,0,0,0,2.88,2.88,0,B07HNPV9ZX,New,2,Visa - 8063,Closed,Shipped,20/11/2018 05:08,Std UK Dom_5,FlytExpress(UT298874394TH),Detangling Brush for Tangled Hair Glide Thru Detangling Brush Magic Massage Comb,,,
Amazon.co.uk,203-9242143-8979558,2018-10-31,GBP,1.72,0.35,0.99,0,3.06,1.72,0.35,B0041GLWS8,New,1,Visa - 8063,Closed,Shipped,02/11/2018 14:46,std-uk-dom,AMZN_UK(Q27347470643),Sensodyne Search 3.5 Toothbrush,,,
Amazon.co.uk,202-3256696-3801966,2018-10-20,GBP,16.66,3.33,4.49,0,24.48,16.66,3.33,B01MYQ4HJD,New,1,Visa - 2018,Closed,Shipped,22/10/2018 03:27,std-uk-dom,AMZN_UK(Q39031135843),Logitech G203 Gaming Mouse Optical 8000 DPI 16.8 M Colour LED Customising Wired Gaming Mouse,,,
Amazon.co.uk,206-1083486-4959536,2018-10-20,GBP,9.99,2,2.25,0,14.24,15.94,2,B071F7DH85,New,1,Visa - 2018,Closed,Shipped,22/10/2018 03:27,std-uk-dom,AMZN_UK(Q39031135843),Spigen Slim Armor Case Compatible with Samsung Galaxy Xcover 4 and Galaxy Xcover 4s - Gunmetal,,,
Amazon.co.uk,206-1083486-4959536,2018-10-20,GBP,5.95,0,2.24,0,8.19,15.94,2,B06ZYQPMX8,New,1,Visa - 2018,Closed,Shipped,22/10/2018 03:27,std-uk-dom,AMZN_UK(Q39031135843),J&D Compatible for Samsung Galaxy Xcover 4 Glass Screen Protector (3-Pack) Not Full Coverage Tempered Glass HD Clear Ballistic Glass Screen Protector for Galaxy Xcover 4 Glass Film,,,
Amazon.co.uk,203-1606120-2733144,2018-09-29,GBP,1.24,0.25,0.99,0,2.48,1.24,0.25,B01MT0DR6E,New,1,Visa - 0404,Closed,Shipped,01/10/2018 12:36,std-uk-dom,ROYAL_2ND_LETTER_TRACKED(AY887347552GB),Kaps Round Thick Laces 5-6mm diameter durable 100% cotton shoe laces for casual footwear made in Europe 1 pair many colours and lengths (100 cm - 39 inch - 5 to 7 eyelet pairs / 01 - white),,,
Amazon.co.uk,203-2942537-4101144,2018-09-25,GBP,6.66,1.33,3.59,0,35.55,39.13,7.82,B01MFCKD13,New,4,Visa - 0404,Closed,Shipped,27/09/2018 17:20,std-uk-dom,AMZN_UK(Q68696959453),Oxford Black n' Red B5 Case Bound Notebook,,,
Amazon.co.uk,203-2942537-4101144,2018-09-25,GBP,12.49,2.5,0.9,0,15.89,39.13,7.82,B076FY191N,New,1,Visa - 0404,Closed,Shipped,27/09/2018 17:20,std-uk-dom,AMZN_UK(Q68696959453),AKIELO RFID Blocking Card Holder with Gift Box - Minimalist Mens Card Wallet - Contactless Credit Card Protector (Alpha Collection),,,
Amazon.co.uk,203-5655475-3482730,2018-09-25,GBP,5.69,1.14,0,0,6.83,5.69,1.14,B002XZLGXA,New,1,Visa - 0404,Closed,Shipped,26/09/2018 18:20,Std UK Dom_1,Hermes Logistik Gruppe(1110983874501084),uni-ball 153486345 UB-157 Eye Fine Rollerball Pens Black Uni Super Ink .7mm Nib Pack of 5,,,
Amazon.co.uk,206-4215769-7465103,2018-09-22,GBP,380.12,76.02,4.49,0,460.63,380.12,76.02,B073QSWZH6,Used,1,Visa - 7718,Closed,Shipped,24/09/2018 10:28,std-uk-dom,AMZN_UK(Q70671607234),Dell Inspiron 3000 15.6-inch HD Laptop (Intel Core i5-7200U 8 GB RAM 1 TB HDD Windows 10 Home) - Matte Black,,,
Amazon.co.uk,206-2029179-2388338,2018-09-22,GBP,6.99,0,0,0,0,,,B07CYSTWX5,New,0,Visa - 7718,Cancelled,,,std-uk-dom,,Joyoldelf Cool Black Gold Foil Poker Playing Cards Waterproof Deck of Cards with Gift Box Use for Party and Game,,,
Amazon.co.uk,206-6111010-8354713,2018-09-18,GBP,400,0,0,0,400,,,B0170RBP8Q,Used,0,Visa - 7718,Cancelled,,,Std UK Domestic,,Dell 9350-9323 XPS 139350 13-Inch Laptop (Intel Core i7 2.5 GHz 8 GB RAM 256 GB SSD Windows 10),,,
Amazon.co.uk,203-5746114-4505966,2018-08-27,GBP,11.99,0,4.49,0,16.48,11.99,0,B01H59IFZA,New,1,Visa - 2018,Closed,Shipped,28/08/2018 12:33,std-uk-dom,ROYAL_MAIL(AW850433139GB),Pair Stainless Steel Black Plain Circle Huggie Hinged Hoop Earrings for Men Women,,,
Amazon.co.uk,026-5863031-1731526,2018-08-15,GBP,2,0,0,0,2,2,0,B01BVOQZP2,New,1,Visa - 0404,Closed,Shipped,16/08/2018 10:05,Std UK Dom_1,Royal Mail(),Cotton Paisley Bandana Scarf Headband 3 Pack Red White Black,,,
Amazon.co.uk,206-2543932-1978767,2018-07-29,GBP,6.99,0,4.49,0,11.48,6.99,0,B01LZINXN8,New,1,Visa - 4114,Closed,Shipped,30/07/2018 09:12,std-uk-dom,ROYAL_MAIL(AW849678823GB),Adagio Pro - Violin Strings - 4/4 Classic Silver Violin String Set / Pack With Ball Ends For Concert Tuning,,,
Amazon.co.uk,206-9741719-1833952,2018-07-27,GBP,24.33,0,0,0,24.33,24.33,0,B011UK5DGY,New,1,Visa - 2018,Closed,Shipped,30/07/2018 11:19,Std UK Dom_2,,Casio Fx-991ex Scientific Calculator Fx 991 Ex - New + 552 Function - Classwiz,,,
Amazon.co.uk,206-4626443-7901910,2018-07-24,GBP,7.99,0,4.49,0,12.48,7.99,0,B01IGKD7IW,New,1,Visa - 0404,Closed,Shipped,25/07/2018 11:18,std-uk-dom,ROYAL_MAIL(AW426468145GB),Doitory Men Women 8mm Lava Rock Chakra Beads Bracelet Elastic Natural Stone Yoga Bracelet Bangle(Matte Black Agate),,,
Amazon.co.uk,026-0455944-3087506,2018-06-29,GBP,4.75,0.95,0,0,5.7,4.75,0.95,B06VTNVLTW,New,1,Visa - 0404,Closed,Shipped,01/07/2018 10:17,Std UK Dom_2,Royal Mail(),IKEA Bastis Replacement Rolls For Lint Roller 8 Pieces,,,
Amazon.co.uk,026-0377961-3778760,2018-06-29,GBP,2.95,0,0,0,2.95,2.95,0,B01I39PZDQ,New,1,Visa - 0404,Closed,Shipped,02/07/2018 08:03,Std UK Dom_2,Royal Mail(),Mytoptrendz Diamond Shape Edge Border Hair Clips (Black small oval 3d border),,,
Amazon.co.uk,203-8427932-5779534,2018-06-24,GBP,7,0,0,0,0,,,B0773H3SZL,New,0,Visa - 0404,Cancelled,,,std-uk-dom,,7 Chakra Stretch Bracelet J.Fee Healing Gemstone Diffuser Bracelet Beaded Crystal Religious Bracelet Yoga Mala Lava Stone Bracelet Christmas Birthday Gifts for Women Men Boy Meditation Pray Bracelet,,,
Amazon.co.uk,203-2327762-3741967,2018-06-24,GBP,7.5,0,0,0,0,,,B01IGKD46W,New,0,Visa - 0404,Cancelled,,,std-uk-dom,,Doitory Men Women 8mm Lava Rock Chakra Beads Bracelet Elastic Natural Stone Yoga Bracelet Bangle(Lava Chakra),,,
Amazon.co.uk,203-1017482-2175555,2018-06-23,GBP,90.83,18.17,4.49,0,113.49,90.83,18.17,B01LW9IKX7,New,1,Visa - 0404,Closed,Shipped,25/06/2018 20:16,std-uk-dom,AMZN_UK(Q02038603943),Beats by Dr. Dre BeatsX Earphones - Black,,,
Amazon.co.uk,203-3316337-3150750,2018-05-27,GBP,12.67,2.54,4.49,0,19.7,12.67,2.54,B074GKVT43,New,1,Visa - 0404,Closed,Shipped,29/05/2018 08:53,std-uk-dom,ROYAL_MAIL(AW816277195GB),Speck 103108-1050 Presidio Grip Superior Impact Protection Case for iPhone 7/8 - Black,,,
Amazon.co.uk,206-0645966-0224357,2018-05-11,GBP,2.79,0,0,0,2.79,2.79,0,B011SBHJQM,New,1,Visa - 0404,Closed,Shipped,14/05/2018 08:22,Std UK Dom_1,,BisLinks Grey Sim Card Tray + SD Memory Card Reader Holder Replacement for HTC One M8,,,
